bweforvideo-googAvailableReceiveBandwidth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bweforvideo-googAvailableSendBandwidth,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,301000.0,235768.0,206109.0,194887.0,194887.0,194887.0,194887.0,198303.0,188350.0,188350.0,204418.0,211035.0,211035.0,211035.0,211035.0,211675.0,213775.0,215079.0,216339.0,218403.0,220587.0,220795.0,220795.0,220795.0,222367.0,224227.0,228299.0,232267.0,236271.0,240391.0,244303.0,247531.0,252319.0,256255.0,260071.0,219890.0,219890.0,219890.0,219890.0,219890.0,217054.0,217054.0,217054.0,217054.0,235418.0,255251.0,276671.0,299805.0,324789.0,351513.0,361639.0,371460.0,392652.0,357461.0,357461.0,357461.0,357461.0,357461.0,252037.0,273200.0,273200.0,296056.0,320740.0,320740.0,296656.0,321388.0,321388.0,348099.0,304060.0,329385.0,356736.0,386275.0,418177.0,348753.0,348753.0,348753.0,348753.0,295260.0,295260.0,319881.0,346471.0,313067.0
bweforvideo-googBucketDelay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,2.0,0.0,29.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,35.0,38.0,0.0,3.0,71.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,2.0,0.0,22.0,2.0,3.0,0.0,0.0,0.0,69.0,57.0,2.0,0.0,54.0,4.0,4.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
timestamp,1546010965,1546010966,1546010967,1546010968,1546010969,1546010970,1546010971,1546010972,1546010973,1546010974,1546010975,1546010976,1546010977,1546010978,1546010979,1546010980,1546010981,1546010982,1546010983,1546010984,1546010985,1546010986,1546010987,1546010988,1546010989,1546010990,1546010991,1546010992,1546010993,1546010994,1546010995,1546010996,1546010997,1546010998,1546010999,1546011000,1546011001,1546011002,1546011003,1546011004,1546011005,1546011006,1546011007,1546011008,1546011009,1546011010,1546011011,1546011012,1546011013,1546011014,1546011015,1546011016,1546011017,1546011018,1546011019,1546011020,1546011021,1546011022,1546011023,1546011024,1546011025,1546011026,1546011027,1546011028,1546011029,1546011030,1546011031,1546011032,1546011033,1546011034,1546011035,1546011036,1546011037,1546011038,1546011039,1546011040,1546011041,1546011042,1546011043,1546011044,1546011045,1546011046,1546011047,1546011048,1546011049,1546011050,1546011051,1546011052,1546011053,1546011054
audio_bitsReceivedPerSecond,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5026.973026973027,251024.0,265072.0,246894.89489489488,282352.0,296480.0,249608.0,248759.24075924075,275216.0,252896.0,218234.23423423423,227576.0,215152.0,274456.0,253578.42157842158,226810.8108108108,238345.65434565436,276424.0,290536.0,293040.0,296840.8408408408,294249.7502497503,279519.5195195195,289462.53746253747,255839.83983983984,219980.01998001998,206254.25425425425,255255.25525525527,272567.4325674326,297216.0,288600.0,291392.0,295281.4371257485,298616.30218687875,280416.8336673347,302980.2371541502,293019.13393756293,284702.59481037926,286718.1008902077,289699.3987975952,196555.10204081633,233751.24378109453,285961.73212487414,264304.0,276251.7482517483,282570.5705705706,281598.4015984016,271679.6796796797,260320.0,283387.3873873874,270632.0,286824.0,283124.8751248751,278552.0,215992.0,209896.0,230576.0,278102.10210210213,289774.2257742258,308988.988988989,296391.6083916084,297542.45754245756,291931.93193193193,274512.0,272976.97697697696,277898.1018981019,266544.0,265816.0,246000.0,276744.0,226040.0,207215.21521521523,265556.8862275449,273617.6176176176,265960.0
audio_bitsSentPerSecond,-1,-1,-1,-1,-1,0.0,0.0,54414.78439425051,450152.04678362573,313432.0,256287.7122877123,216520.0,186560.0,239616.0,244644.64464464464,246385.61438561438,274880.0,229536.0,227059.05905905907,271592.0,259536.0,256552.0,351600.3996003996,274960.0,239488.0,229005.00500500502,261240.0,264256.0,231248.0,253146.85314685316,271591.5915915916,252163.83616383615,290160.0,287656.0,263216.0,255567.56756756757,276219.7802197802,222950.95095095094,232447.55244755244,258354.35435435435,205162.83716283715,235091.0910910911,293045.04504504503,304047.95204795204,296576.0,286440.0,190280.0,260199.6007984032,342608.3499005964,250124.248496994,229011.8577075099,222775.4279959718,259776.44710578842,282880.3165182987,295054.10821643285,317926.5306122449,328445.7711442786,295218.52970795566,307400.0,292075.9240759241,338834.83483483485,304127.87212787214,284780.78078078077,322320.0,268204.2042042042,352272.0,270232.0,236051.94805194804,263184.0,215080.0,182032.0,298232.0,304912.9129129129,304487.5124875125,246454.45445445445,297462.53746253747,308547.4525474525,290962.962962963,322296.0,266242.24224224227,293730.26973026973,269864.0,293176.0,252864.0,260816.0,208984.0,286382.3823823824,298163.6726546906,298882.8828828829,268072.0
audio_packetsSentPerSecond,-1,-1,-1,-1,-1,0.0,0.0,12.320328542094456,128.6549707602339,109.0,100.8991008991009,95.0,115.0,105.0,98.09809809809809,98.9010989010989,101.0,102.0,113.11311311311312,121.0,116.0,113.0,149.85014985014985,145.0,142.0,146.14614614614615,148.0,153.0,139.0,129.87012987012986,131.13113113113113,127.87212787212788,131.0,133.0,133.0,131.13113113113113,132.86713286713288,135.13513513513513,134.86513486513488,134.13413413413414,129.87012987012986,127.12712712712712,132.13213213213214,141.85814185814186,159.0,170.0,146.0,158.68263473053892,181.90854870775348,162.3246492985972,157.11462450592884,152.06445115810675,151.69660678642714,159.2482690405539,153.3066132264529,152.0408163265306,151.24378109452735,161.12789526686808,153.0,153.84615384615384,156.15615615615616,171.82817182817183,162.16216216216216,175.0,181.1811811811812,186.0,176.0,162.83716283716285,170.0,174.0,167.0,152.0,206.20620620620622,195.8041958041958,184.18418418418418,182.8171828171828,159.84015984015983,189.1891891891892,182.0,188.18818818818818,228.77122877122878,176.0,174.0,206.0,186.0,161.0,161.16116116116117,195.60878243512974,212.21221221221222,171.0
audio_googLocalAddress,-1,-1,-1,-1,-1,10.164.0.11:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482,35.204.92.114:33482
audio_googRemoteAddress,-1,-1,-1,-1,-1,10.164.0.12:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553,35.204.47.190:39553
audio_googRtt,-1,-1,-1,-1,-1,3000.0,651.0,681.0,785.0,785.0,785.0,1213.0,1213.0,1901.0,2461.0,2461.0,2730.0,2730.0,2730.0,2912.0,2912.0,2978.0,2978.0,3061.0,3061.0,3061.0,3182.0,3182.0,3182.0,3273.0,3273.0,3273.0,3515.0,3515.0,3618.0,3618.0,3618.0,3724.0,3724.0,3724.0,4072.0,4072.0,4072.0,4402.0,4402.0,4501.0,4501.0,4516.0,4516.0,4516.0,4534.0,4534.0,4450.0,4450.0,4361.0,4361.0,4361.0,4361.0,4361.0,4317.0,4317.0,4317.0,4391.0,4391.0,4391.0,4391.0,4391.0,4322.0,4322.0,4322.0,4322.0,4322.0,4322.0,4603.0,4603.0,4590.0,4590.0,4590.0,4590.0,4499.0,4499.0,4499.0,4424.0,4424.0,4195.0,4195.0,4195.0,4225.0,4225.0,4039.0
audio_send_bitsSentPerSecond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.6221765913758,24397.66081871345,24752.0,24943.056943056945,24688.0,28600.0,28312.0,31591.59159159159,24559.440559440558,33936.0,19856.0,28588.588588588587,17952.0,16720.0,34424.0,40359.64035964036,38416.0,18968.0,16480.48048048048,37792.0,27776.0,40296.0,40359.64035964036,39071.07107107107,25174.825174825175,36032.0,38304.0,20752.0,19451.451451451452,19820.17982017982,19827.827827827827,20379.62037962038,20756.756756756757,18925.074925074925,17361.36136136136,26090.09009009009,18557.44255744256,26336.0,21808.0,21712.0,37828.343313373254,24182.90258449304,33851.70340681363,26387.351778656128,23121.852970795568,26858.283433133733,19742.828882294758,19358.71743486974,18400.0,21962.18905472637,19295.065458207453,27304.0,40007.992007992005,40440.44044044044,40359.64035964036,40440.44044044044,30432.0,40440.44044044044,34192.0,40384.0,40359.64035964036,26976.0,20680.0,20232.0,20128.0,21445.445445445446,19964.035964035964,19939.93993993994,20419.58041958042,20419.58041958042,21965.965965965966,21216.0,20556.556556556556,20411.58841158841,20128.0,21400.0,20496.0,20776.0,20824.0,19899.8998998999,19968.06387225549,20220.22022022022,20320.0
audio_send_packetsSentPerSecond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1067761806981515,49.707602339181285,50.0,49.95004995004995,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.050050050050054,50.0,50.0,50.0,49.95004995004995,50.0,50.0,50.050050050050054,50.0,50.0,50.0,49.95004995004995,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,50.050050050050054,49.95004995004995,50.0,50.0,50.0,49.9001996007984,50.69582504970179,50.100200400801604,49.40711462450593,50.35246727089628,49.9001996007984,49.45598417408507,50.100200400801604,50.0,50.74626865671642,49.34541792547835,50.0,49.95004995004995,50.050050050050054,49.95004995004995,50.050050050050054,50.0,50.050050050050054,50.0,50.0,49.95004995004995,50.0,50.0,50.0,50.0,50.050050050050054,49.95004995004995,50.050050050050054,49.95004995004995,49.95004995004995,50.050050050050054,50.0,50.050050050050054,49.95004995004995,50.0,50.0,50.0,50.0,50.0,50.050050050050054,49.9001996007984,50.050050050050054,50.0
video_send_bitsSentPerSecond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47425.05133470226,415181.2865497076,278632.0,221562.43756243755,192184.0,295464.0,202008.0,203571.57157157158,212251.74825174824,232512.0,206568.0,188860.86086086085,242632.0,232496.0,212272.0,303624.37562437565,227808.0,205896.0,202482.48248248248,212648.0,225696.0,179320.0,206457.54245754247,217881.88188188188,219932.06793206793,240760.0,237784.0,230800.0,225593.5935935936,244811.18881118883,261661.66166166167,245266.73326673327,262454.4544544545,269954.04595404596,254814.8148148148,273625.6256256256,323492.5074925075,351216.0,343712.0,155080.0,207377.24550898204,302870.7753479125,201843.6873747495,187810.2766798419,185893.2527693857,219441.11776447107,245396.63699307616,261571.14228456913,284881.63265306124,304772.1393034826,350275.9315206445,337944.0,404403.5964035964,399039.03903903905,416503.4965034965,402890.8908908909,451664.0,433273.27327327325,396144.0,380312.0,302185.8141858142,285904.0,285432.0,307928.0,265096.0,483955.95595595596,372675.32467532466,299275.2752752753,317178.8211788212,359760.2397602398,388492.4924924925,339024.0,414742.74274274276,540091.9080919081,332072.0,360944.0,519640.0,340232.0,245088.0,275571.5715715716,441732.5349301397,460076.0760760761,284976.0
video_send_packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,38.0,49.0,81.0,87.0,96.0,100.0,129.0,136.0,136.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,155.0,163.0,202.0,228.0,271.0,306.0,327.0,362.0,396.0,411.0,411.0,467.0,479.0,508.0,567.0,581.0,631.0,680.0,695.0,710.0,748.0,771.0,824.0,907.0,919.0,921.0,963.0,1050.0,1068.0
